record_id,wfdb_path,original_csv_path,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,sampling_rate_hz,units,lead_order,split,run_id
medalcare_000011,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000011_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000011_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000011
medalcare_000012,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000012_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000012_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000012
medalcare_000013,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000013_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000013_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000013
medalcare_000014,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000014_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000014_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000014
medalcare_000015,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000015_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000015_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000015
medalcare_000016,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000016_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000016_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000016
medalcare_000017,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000017_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000017_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000017
medalcare_000018,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000018_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000018_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000018
medalcare_000019,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000019_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000019_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000019
medalcare_000020,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000020_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000020_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000020
medalcare_000021,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000021_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000021_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000021
medalcare_000022,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000022_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000022_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000022
medalcare_000023,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000023_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000023_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000023
medalcare_000024,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000024_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000024_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000024
medalcare_000025,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000025_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000025_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000025
medalcare_000026,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000026_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000026_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000026
medalcare_000027,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000027_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000027_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000027
medalcare_000028,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000028_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000028_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000028
medalcare_000029,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000029_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000029_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000029
medalcare_000030,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000030_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000030_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000030
medalcare_000031,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000031_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000031_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000031
medalcare_000032,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000032_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000032_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000032
medalcare_000033,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000033_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000033_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000033
medalcare_000034,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000034_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000034_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000034
medalcare_000035,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000035_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000035_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000035
medalcare_000036,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000036_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000036_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000036
medalcare_000037,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000037_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000037_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000037
medalcare_000038,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000038_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000038_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000038
medalcare_000039,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000039_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000039_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000039
medalcare_000040,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000040_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000040_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000040
medalcare_000041,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000041_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000041_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000041
medalcare_000042,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000042_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000042_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000042
medalcare_000043,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000043_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000043_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000043
medalcare_000044,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000044_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000044_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000044
medalcare_000045,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000045_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000045_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000045
medalcare_000046,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000046_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000046_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000046
medalcare_000047,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000047_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000047_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000047
medalcare_000048,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000048_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000048_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000048
medalcare_000049,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000049_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000049_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000049
medalcare_000050,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000050_filtered,F:\IC\Mres Project\Interpreting-Latent-Space-in-Healthcare-Foundational-Models-Using-Digital-Twins\MedalCare-XL\WP2_largeDataset_Noise\avblock\test\run_S62\run_000050_filtered.csv,0,0,0,0,0,0,0,1,500,mV,"I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6",test,avblock/run_S62/run_000050
